,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChdDSUhNMG9nS0VJQ0FnSUNvN3VlMHdRRRAB,"It's the SRM main campus. The campus comprises of two place known as annexure 1 and annexure 2 behind each other. Annexure 2 has all the blocks from engg, mba, mbbs and dental while annexure 1 has only engg department. Annexure 1 is right infront of potheri railway station and GST road. The free shuttle bus service of SRM is there to reach any part of the campus.",4.0,0.3612,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNvdG9Db2lnRRAB,Overall good University in Chennai Strictly no rules placement is good Good teaching from water bottle to bar everything available.,4.0,0.7579,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNvMXNPX1ZBEAE,Worst college ever no timing for any exam.... No proper discipline....  No respect for parents.. Partiality shown to selected students.....,1.0,-0.8766,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNvMXRhaGVREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvMXViLUVnEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNvMXFhU3NnRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNvNXFDR3NnRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNvNXNEUU1REAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvLXRPbExBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvdXZmd1ZREAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNvdXJHQ2l3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNvMnZ1SXR3RRAB,"(Translated by Google) Great infrastructure, good faculty, great atmosphere. The research capacity is very high, but some departments do not completely tip. A wonderful place to enjoy college life. Amazing food court and eat out available. Overall, a great place for leisure and average of education.  (Original) عظیم بنیادی ڈھانچہ، اچھا فیکلٹی، عظیم ماحول. تحقیقاتی صلاحیت بہت زیادہ ہے، لیکن کچھ محکموں میں مکمل طور پر ٹپ نہیں ہے. کالج کی زندگی سے لطف اندوز کرنے کے لئے ایک شاندار جگہ. حیرت انگیز فوڈ کورٹ اور دستیاب آؤٹ کھاتے ہیں. مجموعی طور پر، تفریح ​​اور تعلیم کے اوسط مقام کے لئے ایک عظیم جگہ.",5.0,0.9856,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNvcXVLbFpREAE,Endless Opportunities,5.0,0.3818,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNvMG9XUWh3RRAB,"Very poor college .i never seen such a college like this .there is no transport facilities, security and working people they don't know where is the located place qhich is inside the university.",1.0,-0.1761,Negative,2,1.5,1
ChdDSUhNMG9nS0VJQ0FnSUNvdkszNXp3RRAB,Big college,4.0,0.0,Neutral,2,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNvOU1HOU13EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNvLUllNWx3RRAB,Finest infrastructure & very good atmosphere but need to improve students discipline,4.0,0.7137,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURJdl9LZFBREAE,Worst university and staff. Don’t care the carrier of there students. I advise don’t enter in this university.,1.0,-0.2263,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSURJNzYtb0pREAE,💯🙏❤️👍,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURJel9ISFlnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURJOThMMEFREAE,Fantastic,4.0,0.5574,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3NnEyUEh3EAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURJLThHRThBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURJNDgzVlN3EAE,Infrastructure,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURJdzRtd2JBEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURJbmUyN2R3EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJMGFmWTNRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJMGVXWDJBRRAB,Currently studying here.,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNJMGNhSEJBEAE,Gud campus.,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNJb2MzWUxREAE,"As a alumni belongs to batch of 2012 gotta say that SRM has been one of the finest universities in India. In terms of education, activities and sports. The management was so supportive for the students . Almost all facilities are available here from high facility labs to a/c classroom . Director has been a great motivator for the students ever since.",5.0,0.7886,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJb1luNUp3EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJd2VLSTlRRRAB,"Being a student in this college....i have experienced a lot of support from b tech faculty...which is rare to find in any college in india. Teaching and academics is good Faculty is highly qualified...my physics teacher is a PHD from korea for example. Coming to the library.....we have a gigantic library in our university. It is open till midnight from early morning. A good place for students to study in peace  Coming to hostel....the only annoying thing you will find is that loud shout of ""thambi room clean paa"".that's what the cleaning staff does here for cleaning. Hostels are clean..... bathrooms are hygienic and rooms are clean. Hostel food is AVG. Coming to campus life....what else can you expect than meeting ppl from all around the world?? Keep aside india...i have friends from Europe asia and Africa!....the kind of atmosphere we have is simply amazing... In one word....srm  is known for fests and tests.",4.0,0.9749,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNJZ2V2SUZBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJX3J6Sjh3RRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNJdnFHbWJ3EAE,It is a big reputed college... even more big than a shopping mall....Nice place that we can see people from different parts of the world.. Good Network you will get..Nice Infrastructure..and Nice Canteen facility... Good maintenance and good bathrooms which is maintained regularly.... Remembering the old people by naming their name for the Blocks... Perfect place to enjoy studying...😍,5.0,0.9612,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJN28ydFpnEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNJem9fb29BRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJOXFTN3FnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNJNXBhMlFREAE,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNJaHBQS0lnEAE,"I miss this place! My college days ♥️ Multi-Culturally Best College and Everyone is welcome here even tho Tamils ain't much welcomed across the country, we still welcome those ""Not willing to learn Tamil even tho they dwell in chennai"" students!",5.0,0.9306,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJLXBuU0pnEAE,Best university,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNJbXNQUHlnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNJNnRXRXZRRRAB,One of the best places to spend your youth. Good facilities and faculties.,5.0,0.7964,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJeW82VEhBEAE,Very Good institute in pvt. Sector,5.0,0.4927,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNJc3Z2ZG1nRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNJZ29xeE1nEAE,SRM Central Library... The Building is called as University Building in short as UB...!!!,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNJX1BEV09BEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNJbk1mRVhnEAE,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNJN0xpMnRnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUR3bWR6dTRnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUR3X3ZqekFREAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUR3Z3NLSjNBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUR3a09ieHFRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3X196czlRRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUR3b3V6SGVREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUR3Mkp1VkhBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUR3c3ZxOU53EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3OFltanJ3RRAB,One of the reputed Institution with lot of facilities. Neat infrastructure Well trained faculties in this University . Located in Good atmosphere.,5.0,0.7906,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBOVlLOXBRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBMm9XbTJ3RRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNRMlA3Wk5nEAE,,3.0,1.5,Positive,5,3.0,3
ChRDSUhNMG9nS0VJQ0FnSUN3bGJWVxAB,"SRM Institute of Science and Technology, or Sri Ramaswamy Memorial Institute of Science and Technology, formerly known as SRM University, is a deemed university located in Chennai, Tamil Nadu, India. It was founded in 1985 as SRM Engineering College in Kattankulathur, under University of Madras. SRM University now has 8 campuses, 4 in Tamil Nadu — Kattankulathur, Ramapuram, Vadapalani, Tiruchchirappalli and others in Delhi NCR, Sonepat, Gangtok and Amaravati.  SRM Institute of Science and Technology is approved by the University Grants Commissionand is accredited by the National Assessment and Accreditation Council (NAAC).It has been given an overall A++ Grade by NAAC.Some programs in SRM Institute of Science and Technology are accredited by Accreditation Board for Engineering and Technology.",5.0,0.5719,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURRN1pqdVB3EAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBNnBlZ1l3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnNGNIS1pREAE,Very good campus and good infrastructure virture food and place to live with essence,5.0,0.7264,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURndDg2dUVREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBbXRUYUZ3EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3OHZXUzZRRRAB,Great infrastructure!,5.0,0.6588,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURnN1k2MVRnEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURneXItbkFREAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURnajRmaHlBRRAB,👌🏼👌🏼👌🏼,5.0,0.9545,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBNXJXR1pBEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBa2NxUkVnEAE,Ajmal Shah Potheri SRM College,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURRbk91SW1RRRAB,Good College. But this college is not affordable for normal people to take admission.,4.0,0.2382,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNRbEwzUkx3EAE,Everything is available inside ..great campus,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3NGNLbXdnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3MXR2ZEJ3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBLXNDeFBBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURneDRYNUVREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBNDZpNlBnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBOHBTbmV3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnajgzYVR3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBeHVMc2RREAE,"Campus is too good. There is too much greenery. The whole campus is clean. There is food court in campus.there is street parking available here. Parking is free here, wheelchair accessible parking. There is a big   parking lot here. There is a free shuttle service from SRM campus to potheri station.",5.0,0.9042,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNncjV5ZXhRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBMl9QVktREAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRLWEyTGZnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRNmNIaE13EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBN3BfR3F3RRAB,Srm university kattankulathur has great infrastructure,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURBdFpHSTBnRRAB,GOOD,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBbzdlcFJnEAE,"SRM University, one of the top engineering colleges in India. The campus, infrastructure, staffs, colleagues and friends, everything was wonderful over there. Had a great time during my graduation.",5.0,0.9136,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURRb3RMc3JRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBcnEtSTB3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3aGVxajh3RRAB,Awesome infrastructure and have many places to hangout with our buddies.,4.0,0.6249,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBb1B5MzRnRRAB,Best College for SRM University in Tamil Nadu.,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBbjkzS3lRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBdlpqbVNREAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3NjktdHJ3RRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNRLVpMbGF3EAE,Beautiful &vibrant University.,5.0,0.8074,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3eExxYS1nRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnc0lQNVdREAE,Very nice University.....☺️☺️,5.0,0.854,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3OHBmcHBRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURncnZUbUFnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNBMzV5QnNBRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRa2JXa09nEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURRaVpIOUp3EAE,Refund policy is very bad. They are not following the rules of AICTE.  They make false promises and the refund has not come even after 40 days.,1.0,-0.2944,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNRMjRLYUlBEAE,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNnblpPTlpREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBMmJlZE1REAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURRa29tVjJnRRAB,Nice,5.0,0.4215,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBdUxfQXZBRRAB,"Nice university well educated staff.. greenish atmosphere...lab facilities also too good and here will be pleasent climate during all seasons, smart class rooms, fully wifi under covered,hostel food is pretty nice as almost like home, staff members will movr freely with us so we can easily clear our doubts with out any hesitations.",5.0,0.9664,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBeEthSUVnEAE,Excellent opportunity to develop multidimensional personality,5.0,0.7579,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBanBUWHpnRRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNBb2MzUmRBEAE,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURBeTlPWGJBEAE,"If you’re planning to join the architecture department, just know that the students have no power in their hand and thus the faculties will toss you around and NEVER give proper instructions. They will make you spend a lot of money and will not help you if you have a problem, instead blame you for it. Please think twice before joining here. I really regret joining here.",1.0,-0.6061,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNRemRXaVNREAE,"Admission open - 2018- 19   Courses offered   Facility of engineering and technology  B.Tech. (Bachelor of technology) CSE, ECE, ME, EEE, CIVIL, IT,  AUTO MOBILE.        4  Years  M.TECH. (Master of technology) CSE, VLSI.          2  Years  Facility of management  BBA (Bachelor of Business administration).         3  Years  MBA (Master of business administration Marketing, Finance, HR, IT, Operation management, Hospitality.       2  Years",3.0,0.0,Neutral,2,2.5,2
ChZDSUhNMG9nS0VJQ0FnSUNReF9tQ2FREAE,"Good university,as it is private university so  I am not talking about its campus which obvious outstanding.As far as I know it's placement is also good.",5.0,0.7003,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBdXVfdEp3EAE,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSURBaXYtQnZ3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBbFpTeFl3EAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBNUlQbHN3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRdC1yUkJnEAE,(Translated by Google) upset  (Original) Supar,1.0,-0.0772,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSURncFBQMlBREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURncDhLV1lREAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3ME1pbzV3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBa3RLZ0p3EAE,Most useless and unorganized college ever. Known for scams. They find reasons to make money. They only care about money. The faculty only doesn't know what they say. When there is an issue they will never help you out. Don't ever join this college.,1.0,-0.7807,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUN3X2VTZ0tBEAE,Good atmosphere,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3N2VTcWJ3EAE,,2.0,1.5,Positive,5,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUN3bXVmQ0x3EAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURBM3ZDcnJRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURRLTlIRmlRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRaTdUN2F3EAE,Very good infrastructure...,4.0,0.4927,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURna2R1OXhBRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUN3c01lZDV3RRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUN3ekl5WmtRRRAB,It's a great University with many opportunities and to  explore many things.,5.0,0.7717,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBeDhtTzR3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnX05pSWRnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNRbzVLejVBRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBbS1pNXNRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURRdXJmV21BRRAB,Very worst institute and full of money seeking studies and worst management rules for students one of worst institute,1.0,-0.9273,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUN3b0x2dTZnRRAB,(Translated by Google) In srm institute marine engineer course avliable  (Original) In srm institute marine engineer cours avliable,1.0,0.3182,Positive,3,2.0,2
ChZDSUhNMG9nS0VJQ0FnSURRcTduaFNBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURnMC12dXFnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnXzhuZ1lREAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3c1lfYXhRRRAB,its good for enjoying but not so good for studying...overall a good college,4.0,0.451,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURRcUxTRW13RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRa2UyR1NBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNneFoyWlhnEAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNnbEtySG5BRRAB,Is this campus best for ECE,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNRMWV6dmdBRRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNRcXVqM1lBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNncWZhNXhRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURnb3ZuYjdRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBbW9uMUhREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3d1k3S1FnEAE,Worst call response I have ever seen. Two days keep on trying for admission enquiry they couldn't respond.,1.0,-0.6249,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNnX2VEMWZnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNRMThLOWhRRRAB,Loved it,5.0,0.5994,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBM2E3bERREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBd29pd0V3EAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3cVBubjN3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURncGFfMUZ3EAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURndUwtTW1BRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBbU03aVFBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURRODY3NUhREAE,"I was here last week , and i am happy to say that I got placed here just yesterday , it was over. The place has great infrastructure and facilities . No complaints so far . And, safe transportation facilities si faar. Nice and fabulous experience, si far.",5.0,0.9593,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRc3A2WlpnEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURReHJPT1NBEAE,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNna0xEaDlnRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBc2FHQWF3EAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURnaG95d3lnRRAB,"Great infrastructure, good faculty, great ambience. Research potential is immense, but is not fully tapped in some departments. A wonderful place to enjoy college life. Amazing food courts and eat outs available. Overall, a great place for fun and average place for education.",4.0,0.9869,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNReWZfaEZBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBLU5yaFZ3EAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNBOUpySjJ3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3anVDQktnEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBamRuSG1nRRAB,"I am glad that I did my engineering from SRM University, one of the top engineering colleges in India. The campus, infrastructure, staffs, colleagues and friends, everything was wonderful over there. Had a great time during my graduation. The only negative thing was the high fees",5.0,0.9001,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBdGMyZDJ3RRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNRNWMycC1nRRAB,"One of the biggest and most beautiful college campus in India. Ranked one of the most prestigious institute in India, SRMIST is located in Kaatankulathur which is few kilometers away from Chennai international airport.   Managed by SRM group, it is one of the most sort after college by students for various reasons.  No strict rules, liberty for students to choose faculties and various cultural and technical facilities are few of the reasons why students prefer this university.   Faculties are well profiled with atleast PhD degree from indian institutes or abroad universities.   College campus is huge with beautifully desgined architecture. All basic and high-end facilities are available for students and faculties.   Fully air-conditioned library is top notch. It is one among the biggest private libraries I have ever visited.   Buses plying from the city commuting students is fully air-conditioned.  Most of the classrooms are also air-conditioned.   Parking facility is excellent.   Overall experience was excellent. Do visit this place if you're around Chennai. Thank you.",5.0,0.9756,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURneExYcjJRRRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSURRb05TRWJ3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnMGVmN0t3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURRaDdHaVlnEAE,👍👍👍,5.0,0.0,Neutral,2,3.5,4
